semestre,cursos_matriculados,horas_trabajo_semanal,modalidad_trabajo,turno_clases,asistencia_pct,horas_estudio_semanal,promedio_ponderado,cursos_jalados_acumulados,entrega_trabajos_pct,participacion_clase,distancia_campus_km,internet_estable,apoyo_familiar,uso_tutoria,deuda_pension,promedio_t1,promedio_t2,cursos_en_riesgo_notas,pct_creditos_riesgo,situacion_academica
4,3,12,presencial,noche,69.2,5.7,5.0,3,64.3,3,1.8,1,3,0,0,2.28,6.34,2,0.67,DESERCION_PROBABLE
6,3,8,mixto,noche,66.5,9.7,5.0,2,62.3,3,12.4,1,4,0,0,5.92,3.85,1,0.33,RIESGO_ALTO
9,5,10,presencial,noche,68.0,13.5,5.0,3,53.5,4,18.2,1,3,1,2,4.92,7.5,3,0.6,RIESGO_ALTO
9,5,10,mixto,noche,83.9,5.6,5.0,3,88.7,4,1.5,0,1,1,0,4.3,7.34,3,0.6,RIESGO_ALTO
6,2,9,presencial,sabado_domingo,77.8,14.0,5.0,3,86.5,2,3.5,0,2,1,3,3.08,1.81,1,0.5,RIESGO_ALTO
4,3,8,presencial,noche,56.9,15.5,5.11,2,53.3,2,5.8,1,4,1,0,6.34,5.9,1,0.33,RIESGO_ALTO
2,5,9,mixto,sabado_domingo,67.6,10.7,5.0,2,68.6,3,11.5,1,5,1,0,2.62,3.59,4,0.8,DESERCION_PROBABLE
9,4,12,mixto,sabado_domingo,52.5,9.9,5.0,4,50.9,2,13.8,1,4,1,0,4.43,4.32,2,0.5,DESERCION_PROBABLE
2,5,10,mixto,noche,31.4,11.3,5.0,0,21.7,2,9.0,1,1,0,2,6.89,8.22,2,0.4,DESERCION_PROBABLE
5,2,12,presencial,noche,49.8,9.0,5.0,3,59.2,2,9.5,1,4,0,0,8.36,7.16,0,0.0,RIESGO_ALTO
9,5,8,presencial,sabado_domingo,46.1,7.7,5.0,2,54.1,3,3.3,0,2,0,0,3.44,2.85,3,0.6,DESERCION_PROBABLE
10,4,9,presencial,sabado_domingo,72.5,14.5,5.08,2,87.5,3,3.7,1,5,0,3,1.73,3.86,3,0.75,DESERCION_PROBABLE
5,5,9,presencial,sabado_domingo,81.1,4.2,5.0,2,86.8,4,5.2,1,1,0,0,5.18,6.82,3,0.6,RIESGO_ALTO
6,3,0,presencial,noche,74.9,19.0,5.0,2,73.2,5,3.7,0,4,1,2,4.11,2.77,2,0.67,EN_RIESGO
8,3,9,mixto,sabado_domingo,92.7,7.6,5.0,0,100.0,3,9.6,1,3,0,1,3.41,2.74,2,0.67,RIESGO_ALTO
2,3,8,remoto,noche,51.6,4.9,5.0,1,60.8,2,8.2,1,4,0,1,5.81,5.17,1,0.33,RIESGO_ALTO
3,2,8,presencial,noche,67.8,5.1,5.0,0,74.5,3,2.1,1,2,0,0,5.75,2.55,1,0.5,RIESGO_ALTO
5,3,9,mixto,sabado_domingo,86.3,6.5,5.0,2,100.0,3,0.6,1,4,1,3,4.38,5.81,2,0.67,RIESGO_ALTO
2,3,10,presencial,sabado_domingo,73.5,8.1,5.0,1,73.0,3,12.0,1,1,0,0,5.26,4.43,2,0.67,RIESGO_ALTO
2,5,8,presencial,noche,73.2,9.7,5.0,1,70.4,3,0.8,0,3,1,1,7.06,6.41,2,0.4,RIESGO_ALTO
9,3,8,presencial,noche,69.2,9.1,5.0,4,67.0,2,16.8,1,4,0,0,4.61,6.36,2,0.67,RIESGO_ALTO
6,4,4,mixto,sabado_domingo,91.5,16.7,5.0,3,100.0,3,49.0,0,2,1,0,6.19,7.92,2,0.5,EN_RIESGO
8,2,12,mixto,sabado_domingo,56.5,8.6,5.0,6,63.4,2,4.2,1,3,0,3,10.55,3.96,0,0.0,RIESGO_ALTO
1,2,8,remoto,noche,48.9,9.0,5.0,1,59.0,2,3.0,1,2,0,2,4.03,6.11,1,0.5,DESERCION_PROBABLE
3,5,12,mixto,noche,67.0,7.2,5.0,2,72.7,2,7.0,1,2,0,3,6.12,5.05,2,0.4,DESERCION_PROBABLE
10,2,8,sin_trabajo,sabado_domingo,92.7,11.1,5.0,4,97.0,3,28.2,1,3,1,0,7.48,2.51,1,0.5,EN_RIESGO
2,5,8,mixto,noche,73.0,10.3,5.0,2,87.4,3,16.1,1,1,0,0,6.7,4.87,2,0.4,RIESGO_ALTO
9,3,9,mixto,noche,97.3,5.2,5.0,2,100.0,3,1.3,1,3,0,0,4.32,3.28,2,0.67,RIESGO_ALTO
10,4,8,remoto,sabado_domingo,51.0,11.4,5.0,4,45.2,3,8.9,1,1,0,1,4.84,5.29,2,0.5,DESERCION_PROBABLE
9,3,8,mixto,noche,77.6,10.3,5.0,4,78.8,4,29.2,1,3,0,0,3.26,6.26,2,0.67,RIESGO_ALTO
2,5,8,presencial,noche,69.7,5.8,5.0,1,73.3,2,0.4,1,3,0,1,1.61,4.13,4,0.8,DESERCION_PROBABLE
9,3,4,sin_trabajo,noche,78.4,8.9,5.0,3,91.1,3,8.1,0,3,1,0,7.0,6.53,1,0.33,EN_RIESGO
4,5,10,presencial,noche,36.4,12.2,5.0,3,35.5,3,12.7,1,2,1,0,11.19,1.86,0,0.0,RIESGO_ALTO
3,4,8,mixto,sabado_domingo,66.4,5.0,5.0,1,60.3,2,0.7,1,1,0,1,7.45,6.93,1,0.25,RIESGO_ALTO
8,2,10,presencial,noche,53.6,8.3,5.0,1,46.4,1,3.9,1,1,0,2,4.32,4.67,1,0.5,DESERCION_PROBABLE
8,2,4,remoto,sabado_domingo,86.6,14.6,5.0,2,75.8,3,2.2,1,3,0,1,4.6,6.28,1,0.5,EN_RIESGO
9,5,8,remoto,sabado_domingo,92.4,12.9,5.0,5,89.6,3,6.7,1,5,0,0,5.87,4.11,2,0.4,RIESGO_ALTO
10,2,8,presencial,noche,83.4,11.3,5.0,5,100.0,3,1.7,0,5,0,2,6.82,8.07,1,0.5,EN_RIESGO
6,5,12,remoto,sabado_domingo,23.7,7.1,5.0,3,35.1,2,6.0,1,5,0,0,5.24,6.44,3,0.6,DESERCION_PROBABLE
4,2,8,presencial,noche,61.7,14.3,5.0,3,69.4,4,19.2,1,2,1,1,5.72,5.66,1,0.5,RIESGO_ALTO
3,5,9,presencial,sabado_domingo,69.7,12.2,5.0,1,65.4,2,6.9,1,4,0,0,3.24,8.86,4,0.8,RIESGO_ALTO
5,5,9,remoto,noche,54.1,2.6,5.0,1,66.0,3,1.3,1,5,1,0,7.78,4.35,1,0.2,RIESGO_ALTO
5,3,10,sin_trabajo,sabado_domingo,41.8,7.1,5.0,2,37.9,2,5.0,1,5,0,1,5.47,5.8,2,0.67,DESERCION_PROBABLE
6,3,4,mixto,sabado_domingo,91.0,6.3,5.0,2,96.9,4,0.6,0,5,0,1,7.02,6.04,1,0.33,EN_RIESGO
4,4,10,mixto,noche,54.7,4.2,5.0,3,65.7,1,41.9,0,1,0,0,7.33,4.95,1,0.25,DESERCION_PROBABLE
5,2,8,mixto,noche,67.6,7.9,5.0,3,78.5,2,17.0,0,2,0,0,3.28,5.38,1,0.5,RIESGO_ALTO
3,3,12,mixto,sabado_domingo,74.1,9.5,5.0,1,81.1,2,0.3,1,1,1,0,4.37,9.22,2,0.67,RIESGO_ALTO
9,3,8,sin_trabajo,noche,57.1,5.7,5.0,2,76.1,4,14.3,1,1,1,3,6.15,6.09,1,0.33,RIESGO_ALTO
3,4,12,presencial,noche,46.5,5.0,5.0,1,56.5,1,41.7,1,1,0,2,2.48,7.12,3,0.75,DESERCION_PROBABLE
5,4,0,presencial,sabado_domingo,87.3,15.1,5.0,1,84.3,4,17.1,1,5,1,0,6.13,6.01,2,0.5,EN_RIESGO
7,3,10,presencial,sabado_domingo,62.6,8.8,5.0,2,62.7,4,30.3,1,5,0,2,3.97,3.61,2,0.67,DESERCION_PROBABLE
5,5,10,mixto,noche,82.9,11.3,5.0,1,96.3,4,6.4,1,3,0,0,4.89,4.37,3,0.6,RIESGO_ALTO
1,4,8,sin_trabajo,noche,65.5,15.3,5.0,1,72.5,3,12.8,1,4,1,0,4.35,5.86,2,0.5,RIESGO_ALTO
1,2,8,presencial,noche,78.1,12.4,5.0,0,93.5,3,24.8,1,3,1,0,0.35,1.91,2,1.0,RIESGO_ALTO
4,3,10,remoto,noche,26.1,9.0,5.0,2,28.2,1,62.3,0,3,0,2,2.67,6.45,2,0.67,DESERCION_PROBABLE
5,5,10,presencial,sabado_domingo,34.7,6.7,5.0,1,41.9,1,3.0,1,3,0,0,7.96,6.15,1,0.2,DESERCION_PROBABLE
10,5,9,mixto,noche,81.7,9.8,5.0,7,89.9,2,10.5,1,3,1,2,6.97,4.45,2,0.4,RIESGO_ALTO
4,5,8,mixto,noche,78.3,8.7,5.0,0,93.0,3,0.9,1,3,0,1,2.81,6.54,4,0.8,RIESGO_ALTO
9,2,8,presencial,noche,59.4,2.4,5.0,4,54.2,2,3.9,1,3,0,1,5.67,4.94,1,0.5,DESERCION_PROBABLE
3,5,9,presencial,sabado_domingo,82.3,10.0,5.0,2,91.4,3,7.8,1,3,1,0,1.59,6.91,4,0.8,RIESGO_ALTO
5,4,8,mixto,sabado_domingo,49.4,10.5,5.0,1,62.2,3,11.7,1,2,1,0,5.89,5.56,2,0.5,RIESGO_ALTO
